Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest
xp,com.enonic.xp.portal.url,PageUrlParamsTest,testId,8,1,0,13,1
xp,com.enonic.xp.portal.url,PageUrlParamsTest,testPath,8,1,0,26,1
xp,com.enonic.xp.portal.url,PageUrlParamsTest,testSetAsMap,12,1,0,39,1
xp,com.enonic.xp.portal.url,AbstractUrlParamsTest,setup,7,1,0,14,0
xp,com.enonic.xp.portal.url,AbstractUrlParamsTest,configure,4,1,1,24,0
xp,com.enonic.xp.portal.url,AttachmentUrlParamsTest,testId,8,1,0,13,1
xp,com.enonic.xp.portal.url,AttachmentUrlParamsTest,testPath,8,1,0,26,1
xp,com.enonic.xp.portal.url,AttachmentUrlParamsTest,testName,8,1,0,39,1
xp,com.enonic.xp.portal.url,AttachmentUrlParamsTest,testLabel,8,1,0,52,1
xp,com.enonic.xp.portal.url,AttachmentUrlParamsTest,testDownload,8,1,0,65,1
xp,com.enonic.xp.portal.url,AttachmentUrlParamsTest,testSetAsMap,18,1,0,78,1
xp,com.enonic.xp.portal.url,ComponentUrlParamsTest,testId,8,1,0,13,1
xp,com.enonic.xp.portal.url,ComponentUrlParamsTest,testPath,8,1,0,26,1
xp,com.enonic.xp.portal.url,ComponentUrlParamsTest,testComponent,8,1,0,39,1
xp,com.enonic.xp.portal.url,ComponentUrlParamsTest,testSetAsMap,14,1,0,52,1
xp,com.enonic.xp.portal.url,ServiceUrlParamsTest,testModule,8,1,0,13,1
xp,com.enonic.xp.portal.url,ServiceUrlParamsTest,testService,8,1,0,26,1
xp,com.enonic.xp.portal.url,ServiceUrlParamsTest,testSetAsMap,12,1,0,39,1
xp,com.enonic.xp.portal.url,ImageUrlParamsTest,testId,8,1,0,13,1
xp,com.enonic.xp.portal.url,ImageUrlParamsTest,testPath,8,1,0,26,1
xp,com.enonic.xp.portal.url,ImageUrlParamsTest,testFormat,8,1,0,39,1
xp,com.enonic.xp.portal.url,ImageUrlParamsTest,testFilter,8,1,0,52,1
xp,com.enonic.xp.portal.url,ImageUrlParamsTest,testBackground,8,1,0,65,1
xp,com.enonic.xp.portal.url,ImageUrlParamsTest,testQuality,8,1,0,78,1
xp,com.enonic.xp.portal.url,ImageUrlParamsTest,testSetAsMap,20,1,0,91,1
xp,com.enonic.xp.portal.url,AssetUrlParamsTest,testModule,8,1,0,13,1
xp,com.enonic.xp.portal.url,AssetUrlParamsTest,testPath,8,1,0,26,1
xp,com.enonic.xp.portal.url,AssetUrlParamsTest,testSetAsMap,12,1,0,39,1
